Movie Title,Movie Year,Movie Duration,Movie Genres,Movie Rating,Our Rating,Movie Description,Movie Stars,Movie Votes,Movie Image,Movie Video
The Office,2005,22 min,Comedy,9.0,NA,"A mockumentary on a group of typical office workers, where the workday consists of ego clashes, inappropriate behavior, and tedium.","Steve Carell, Jenna Fischer, John Krasinski, Rainn Wilson","589,740",https://m.media-amazon.com/images/M/MV5BMDNkOTE4NDQtMTNmYi00MWE0LWE4ZTktYTc0NzhhNWIzNzJiXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3681205785/1434659529640-260ouz-1596651359737.mp4?Expires=1668185643&Signature=s1lk2bUpmEg7lyaQwj7VEBsmBOuKfA9oa42ejvfQpZKTgyQwUd4kpiZJ3jQar4IV9HNLx7O9ZjGUw0m9ihwQFOh1EIU9RKhIgorvfyG6mccC-4dJvw0TGK6COe1oRB4Nm~Yuc3nuHLDk5X4oac~lC7~zhhRrungzUXziwDXLtfo6edFNm9GmxeYBTipNKdc129LFQtxtButLGflLA~XktBPEnikcORpiOkTmjjBv9ZF~2mPVcG-xbqAblLR0YpT-QHxyUBURQ6RglCYFsdKx-qsCtLoCfjycd5vd~K2caXVQ86xLXuoYVx1l9PqXjlWdpEO-iZ6YX0lusoxOcLYgWQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Bear,2022,30 min,"Comedy, Drama",8.4,NA,A young chef from the fine dining world returns to Chicago to run his family's sandwich shop.,"Jeremy Allen White, Ebon Moss-Bachrach, Ayo Edebiri, Lionel Boyce","53,658",https://m.media-amazon.com/images/M/MV5BMmZmMjgyOTUtZjljMS00NjhlLTkzMmItM2EyMzY5NzU0NzFiXkEyXkFqcGdeQXVyNjIzMTEyNDk@._V1_QL75_UY281_CR18,https://imdb-video.media-imdb.com/vi2131411481/1434659529640-260ouz-1660070816477.mp4?Expires=1668185647&Signature=BB7JgPpbNgHF54ImSTXsPZuuWjm0CGda9j3ahW6QU9QS2hiPTJB0PcEFvl5ea0VJCvn2UHM5Z-4JiCE9sXiRZ6sSCr0G7oLD9MpnfIMYTbxnyQ1VyVqiqdhnSWuigZE-9NIFpt5Y6tn7RfJVtQowgAGWJJy4CNtQeziWzbYhVGKRnGAWeEbF1VpX4ILuNXdzs5qLwheajIW1wZxkC7Y3hn3NYVBhNumLqhBSQSVATh~G3Eh-iY7W1caU~BHNCr6PSJTKiKz6IVaqs6B2~eSgT1qBTtvEcpV2-6-2mDrHTe-BkGNbi1om6y078UUBeiO4SfX5uad8AfLzWiJDohxVLg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Everything Everywhere All at Once,2022,139 min,"Action, Adventure, Comedy",8.1,NA,"An aging Chinese immigrant is swept up in an insane adventure, in which she alone can save the world by exploring other universes connecting with the lives she could have led.","Michelle Yeoh, Stephanie Hsu, Jamie Lee Curtis, Ke Huy Quan","233,639",https://m.media-amazon.com/images/M/MV5BYTdiOTIyZTQtNmQ1OS00NjZlLWIyMTgtYzk5Y2M3ZDVmMDk1XkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_QL75_UY281_CR2,https://imdb-video.media-imdb.com/vi1708573209/1434659379400-8cjq25-1655379584923.mp4?Expires=1668185650&Signature=R4o9Ugv6DRTt4K3AisdtWGsfWn-PuOm~P0wSqXwfMx8t7B9c28uTW-4acTh4LQ9MwqDX2-qlGLuca-6~2vnKkYwKKs9OHPbmlgFvhCYehBKfQUfy0bEgIzUIfoXvdyTQNv1XxeYhTMsIXgXYM0y4YPiMGipPu-o3rFHqjLIX1b3fjGXM9bg3TfxlSJEMh5~2P~GuEPv73xesr8FrgUj9JRhlgI1aq8cZVztAaG5DO47UxgkrWpzeWclvqbWKXTPZC9fkNBN8S-7~x-vhK~GDZUIOZRJqFGMg5JC3Wv30VdVddiddrKLof81P3ptCIm58~HWLCJP3gbKLcNhqbHoFnQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Friends,1994,22 min,"Comedy, Romance",8.9,NA,Follows the personal and professional lives of six twenty to thirty-something-year-old friends living in Manhattan.,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc","987,771",https://m.media-amazon.com/images/M/MV5BNDVkYjU0MzctMWRmZi00NTkxLTgwZWEtOWVhYjZlYjllYmU4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY281_CR1,https://imdb-video.media-imdb.com/vi4268407833/1434659529640-260ouz-1564160657535.mp4?Expires=1668185654&Signature=MlTeR5fwv3JsHlOlBZxiBv27WenLYgb~spy8qCRnjknBRd1bs6zRliCXMQvprkY1j7lSBY5KH2-MiQZXiXf8-yvccot5k~A7kr~wfHQB~3rviwCVMLxe0BDttssjOItCrydRFSsLzzOK2sDK0fBiMnmKP7uBugytohht6vCkKAuDTnuijUPnO6m5IIjMWpphyY85g-xoRkO08Kb4Uf144RD~rgcVbCDi1Jb7MVUS87mFGwBjVNyp4Ihj03uLuVKVYFEvV6zuvzAgEc9R8WX7-rdMTzw6j03aXgwmNACwNKCE4XnKyzfKeRnzQpyl8wg5D6qSmgY7PnEFFkZGU49Dmw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Ted Lasso,2020,30 min,"Comedy, Drama, Sport",8.8,NA,"American college football coach Ted Lasso heads to London to manage AFC Richmond, a struggling English Premier League football team.","Jason Sudeikis, Brett Goldstein, Brendan Hunt, Nick Mohammed","209,260",https://m.media-amazon.com/images/M/MV5BMDVmODUzNmEtMGMxZC00NWUzLTkxMTAtMDM5OTQzMWE0ZDM3XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1230488089/1434659529640-260ouz-1663046295825.mp4?Expires=1668185657&Signature=qDeIDOOH3r5vsMfB~YY~UkPY7Kjt9CYQFGyqTtWr9Lw0~G9fZOhiTOd~Q-U4nZd9-eB1tX71fJK1hmGM9e9gw4J39KtkowcUOoMQ54XRrM2yT8tZsnaPc3wT-9B~ups52vRpc1yqjs8ahpMmXZjKF8ZK32LcKZVTKxRtxMhh4PKgQ9UDz4G1LSRUInRg7STtQjrudm7bR1IiWG1wL8BKrpzRwg~wg--QBg83roEGMda7xHfjSIkB~Erk9e0J1m3-kw5jXcYI~lENzY3ME8JiPALcHSWR00K553bWfeuKURwNWwDvIC6jJG~OkCs8Q5M2QaIqYOvzuMUpeRDrXF6Fdg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
She-Hulk: Attorney at Law,2022,35 min,"Action, Adventure, Comedy",5.1,NA,"Jennifer Walters navigates the complicated life of a single, 30-something attorney who also happens to be a green 6-foot-7-inch superpowered Hulk.","Tatiana Maslany, Ginger Gonzaga, Malia Arrayah, Jameela Jamil","156,845",https://m.media-amazon.com/images/M/MV5BMjU4MTkxNzktNzUyYy00NDM2LWE5NGQtNjJlN2Q0N2MxZDAxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3820209433/1434659529640-260ouz-1665161697321.mp4?Expires=1668185660&Signature=DCiMpo66Gu0kCn0FyO4BgO0XvUEn7513UdTqcxIjOx24zg0C4W6Dg-eoOR~yJsIzfC5vRg5b5yjYaoPirURPWOFpwWBlZAsFltIdJzzrbs5GbLETAXWvdnBbmZ-6XRlPaI~hZ1tXopHrSlengCIEmHui98M3oUf0QECm2BDKEhbJ6TLO3pJeEA~ATJRwRhfcfR4d7JDX~ZVSs8wEzITMOSckAM1TQweTRE1gpIX~UKBvMQEDFFOCuwy-dCR4Clny3xO5Na0bgNYprggjlMG9y7maCZOqoLHYpG4ZRLFpy~Cs2Oqbaeruk81SyOwQomfaN3BR-ND4rDhIEub-jSGPCA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Young Sheldon,2017,30 min,Comedy,7.6,NA,"Meet a child genius named Sheldon Cooper (already seen as an adult in The Big Bang Theory (2007)) and his family. Some unique challenges face Sheldon, who is socially impaired.","Iain Armitage, Zoe Perry, Lance Barber, Montana Jordan","61,246",https://m.media-amazon.com/images/M/MV5BZDg3MGNhYjItZGU2Yi00MzU4LWE4NGUtYjA2OTVjNGUyMjE4XkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1971501337/1434659379400-8cjq25-1495059611439.mp4?Expires=1668185664&Signature=dq0Ase9HajYHRa24xpjpOwsn~5sS3VoAXHe0d5QaVBMMYBvXevQ5Yw7dnJGMpHDJuIqKwvjE463sFkcj17rdHIZtrGIw4yx2ySEy0KKKHmPSDWWF72he17wYr8OYoHhR2xnGZOYlk8h6yiaRkuEEmfmT1w4J767Yr76BeazGT7QuNbP1nHLilf79urhtI6tYBBg8CgtowKA1aQDlJV~SU-r6vBHVA7WQb9rJNK76~mwgqO5W-zdACU4t37lGRoSuaXFoA1AlU7qZ6WfH4tXr-NPozCw2pHdITU1GWfxKJs24zXQnmyTAgo1RySxoN6o3t~tpjceokiBDJy3ZqSUg-Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Simpsons,1989,22 min,"Animation, Comedy",8.7,NA,The satiric adventures of a working-class family in the misfit city of Springfield.,"Dan Castellaneta, Nancy Cartwright, Harry Shearer, Julie Kavner","405,980",https://m.media-amazon.com/images/M/MV5BYjFkMTlkYWUtZWFhNy00M2FmLThiOTYtYTRiYjVlZWYxNmJkXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3958554393/1434659529640-260ouz-1570832597807.mp4?Expires=1668185667&Signature=X2~aGCbVXQ~Nplh6R7j7PWsepFg6ZK4J1y5id4iYEdD59-LwtWGgNDPdU9bmUBRSQYp4Q5PFlhV0RTdxRYmw16rSXRsvShNfgz3wDt6zz3vjd5yZTLqMZ4bEf3fDyYdb~tucS6~IYZaUMZ0GY0lQzN4hDwvigOZAlUEe9-Q9BuMt2HdICZEM9~vQE1KUKLHmF32qCeIsb6j-5BL6xmJSAZowuW0zYQYiIPvhUFLgQiaWWl1aMh1Rq9QZPegSfNmBW3SsSsKsVKRdE30ImQcl~~-HU~4qwXqwhRx1Yv63wZFKvaeyYKO2zV5ILnzNXXDNDnYkAgOrP8k1IBeDSIfzKQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Menu,2022,106 min,"Comedy, Horror, Thriller",7.4,NA,"A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.","Anya Taylor-Joy, Ralph Fiennes, Nicholas Hoult, Aimee Carrero",864,https://m.media-amazon.com/images/M/MV5BMzdjNjI5MmYtODhiNS00NTcyLWEzZmUtYzVmODM5YzExNDE3XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3154887193/1434659529640-260ouz-1660137027237.mp4?Expires=1668185167&Signature=q~GHRee5NEbnG5g-QPDUSc-8vnxZi3T8Plcs5vgNNDsGQmw2tD9urrnxc0ieWfRBEKlx368HEwgGWw4KtIemVmhjAzBvAh4TKze~F-GFaT0oAtzl8wVG8xiVwAh3TyepkAuyrFSZFAR-NhybngNahH0Wb5V81ye5-Y97BT4U5EY9Jznfpy302~Hdl7Hr1mYaH2hu0yAo8NvLJqsVQxiiMhHuz~b342TTfHfYEvwMlQZuJCQbDmuM4suGgn8TNr9Yv5ZIHmUCLLWi8OIS209cO2PMqozQtnYcz8N3PCob3D55E-lilXRInXpc6uWIwpl872Iy5FyXDRt2nfG3hYjtbg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Big Bang Theory,2007,22 min,"Comedy, Romance",8.2,NA,A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.,"Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","804,191",https://m.media-amazon.com/images/M/MV5BY2FmZTY5YTktOWRlYy00NmIyLWE0ZmQtZDg2YjlmMzczZDZiXkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi2783493145/1434659529640-260ouz-1557792890461.mp4?Expires=1668185674&Signature=WpAKRX8h-D35sr5F5cOHgssVjFDjQUT-HTIP09FpEo2lkYDdcj-mrPud-WZoIG~6C~ip35pLdv0DEahru93mLnXydm67UHuqh53v3G-RBQA5J24jTQowWlE~VDZSyJxzW1l9hPpSCYQU-zexKBibGTHW-aUAhUDMzwYeNxDPpyryCuvfdvAQV5FJQvrEIync7T71DzfbdSvc5cQhgmtNiKmJEMBiZA3pJTKdTdg~4wSBNytQej~Y64msthCx41kjugGMucEDG-g2Z3bF7uOjaWjARXLDJ32mILgyFC90gJ1sVwsGfV1O1ANdIe1SIBD1nLr2krTgxlnGUu9b9sSEqQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Thor: Love and Thunder,2022,118 min,"Action, Adventure, Comedy",6.3,NA,"Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.","Chris Hemsworth, Natalie Portman, Christian Bale, Tessa Thompson","303,770",https://m.media-amazon.com/images/M/MV5BYmMxZWRiMTgtZjM0Ny00NDQxLWIxYWQtZDdlNDNkOTEzYTdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1613808153/1434659529640-260ouz-1656941657492.mp4?Expires=1668185677&Signature=aJ5hMKEXIk5djF133xhqWXGyhljKeiDbB7-RZaoC1WViwp-fyeQH2AMvoPWuqz29Q01AYk~pE6rqpCI2baIfg0fuo65lkPM98Hn6pmLbVLBvNz4T2N6aP65rTYdgZpL6DhZW5MVicVChJQD1ALuWHfbQgT4O-4xdhnX5A3PTCD3s0Lg0OBgYx21taEsipE~5Uzs94UDdsLRXB4vcHFf15NK5m48mOs2JCoaxwkZ9jVhqLhHMlcI2MJCjnLTWqU38Yao6ngOpaSEzbr9DfIUCX1J6SFa0PvSzQtE6IOGWPMtKGIZn1kG2U2~fXUZh-EP8R1ftFeiRioyu~uNeiqL-kQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Wednesday,2022,NA,"Comedy, Crime, Family",8.7,NA,"Follows Wednesday Addams' years as a student, when she attempts to master her emerging psychic ability, thwart and solve the mystery that embroiled her parents.","Jenna Ortega, Gwendoline Christie, Riki Lindhome, Jamie McShane",127,https://m.media-amazon.com/images/M/MV5BZjZmN2IzYWMtZWI4YS00MGE1LWEyMzYtMTU5MDhjZWVmY2U5XkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_QL75_UY281_CR18,https://imdb-video.media-imdb.com/vi582468889/1434659529640-260ouz-1665446431423.mp4?Expires=1668185680&Signature=qGMReFJK1GZkd4SyZ5~dfACKvNfmyE0IMou9wEfflpWPs9JfjkO9BS2ll25Mlm2pULPJvrebLNwWqD5T7JZuFuVYt14ahvM21PyOciG8ytGQXMTpEFVtHMDcAVW4~hCS-pHrguRum3Ivcd~FWRHlmjGjdQOy4OjO4H4eU9X0m4FhRhOfWsA5VGg6gcCYuWtNgzcMu8Nq5yPlTlyugHWRe2jZ9rCYhl2fRUOlpJnF1pbLP4BjNJ2vsoNR3wYa8vFJX1zH5UFC3IUXM28CCAChoVu2VsIG2RzSNhSu~KS8fekCsEELC1MnYJZZUbbbc8AU0dD4rnnwj6vIqjVU3m69Jw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Modern Family,2009,22 min,"Comedy, Drama, Romance",8.5,NA,Three different but related families face trials and tribulations in their own uniquely comedic ways.,"Ed O'Neill, Sofía Vergara, Julie Bowen, Ty Burrell","428,321",https://m.media-amazon.com/images/M/MV5BNzRhNWIxYTEtYjc2NS00YWFlLWFhOGEtMDZiMWM1M2RkNDkyXkEyXkFqcGdeQXVyNjc0MjkzNjc@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1302052633/1434659529640-260ouz-1569267425631.mp4?Expires=1668185684&Signature=PH6l5x4mijN7mQIaqjdBrJXFzZyi~1TOaBG~2pkzFe0OwOt067PUxlkKz1fMcO7jdeBgcyA2oJxb6NbtaHoeDKBwrbdQifvcqo9Us98i2x-byTiexP3NKRZI-pGGBlNhWeeGsIaXFfyOSbbjzo6bx-LdK3Ffq6ys9NVZItsfXdrgFj4V-chVbli1WRrOiSzCUM72~8UowhL5gm8vtvWJjpPLgrgvu7rkJyvln8L8IIQNaEIz7gaasD~TDzu6zDYzcs2GuaqzMG3WQgaNdyDzla5JUysrizY5IIxX0ancgGLIhNkB472WVfnPzLixStbRAxOKjZ0noxzybH~adp1DTw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Reboot,2022,30 min,Comedy,7.5,NA,Follows an early 2000s family sitcom that Hulu has rebooted and their dysfunctional cast that must deal with their unresolved issues in today's fast-changing world.,"Keegan-Michael Key, Johnny Knoxville, Rachel Bloom, Calum Worthy","4,464",https://m.media-amazon.com/images/M/MV5BMTE0Nzc1YzMtZTM5OC00NjkzLWI0MjctNWQzMWUzM2ViMDIyXkEyXkFqcGdeQXVyNjYwMzM1MjM@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1702871577/1434659529640-260ouz-1661277793996.mp4?Expires=1668185687&Signature=ExfZxhcE3dg-FcNbMoOAhQd4IjrBuTbOhIvzrc-g2PAbQjlLeB0nq0MWe7hLQ2IWncdgYKd0AOW7J8JW7bCJaaSPHaks2JAsT7qDCa2-bMQw75blkVYIG46VWKYYMB4HV0UBzJDdGxfuJuFRWHiz~9JYJpXCXW-cmbifLTu0cwYrlSP~3IQcsoVs3pG5Mf6x4THvN5sVlmY6ptQj2q8tp8cEInQIuk0gsaJ1qAJsS5MEln7tbE5CRl4NVUftP1abOXYmxuV~gXEIKNBlez0A7vMGnWhclYOaU0pJWvExDTNnKL4wier-VhyamFaQFzRMG~F3ZlAeoLnywOWW10Zvag__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Bad Sisters,2022,53 min,"Comedy, Drama, Thriller",8.3,NA,"Follows the Garvey sisters, who are bound together by the death of their parents and a promise to always protect each other.","Sharon Horgan, Claes Bang, Eve Hewson, Sarah Greene","12,141",https://m.media-amazon.com/images/M/MV5BNjc2ZWY3NjYtM2Q5OS00YTI1LTk5MDktYjYwYTk2Yzc4YTc4XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi286507545/1434659529640-260ouz-1658932148910.mp4?Expires=1668185690&Signature=avYqKKHm24XXelyyvWGfss-wb62OSxpp1trbhpzN6wtsIcXzHNupX2pJi7HwauwiVkHE6enkcuAYHfpdqLgwc0QZYnv466qO3yOpUw7FvnagKICJrYyuWCtjHftULdTdRLCTLOVgUe~f03JCyY1iQCGdgwQLLqA3~rQzqhpv5qzPq~PQJODPpxAsqn0Ap9y8y5dL8KP-8tdxVgZ6rAUGO9p8FuOEYxZjsIwxohTQRNM-a2ejlWhiAe-Js9l5RC01J3-3BTqNE0KrPQyRa3t-zK6V19oBeZmBrx3C~o6hhl0PB4233sO1mfIshdCk4z1td5yHAJIp1uwfcfNNQne0ng__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
A Christmas Story,1983,93 min,"Comedy, Family",7.9,NA,"In the 1940s, a young boy named Ralphie Parker attempts to convince his parents, teacher, and Santa Claus that a Red Ryder Range 200 Shot BB gun really is the perfect Christmas gift.","Peter Billingsley, Melinda Dillon, Darren McGavin, Scott Schwartz","148,525",https://m.media-amazon.com/images/M/MV5BOWMyNjE0MzEtMzVjNy00NjIxLTg0ZjMtMWJhNGI1YmVjYTczL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi109166105/1434659529640-260ouz-1585674218369.mp4?Expires=1668185693&Signature=Fq0sdOp9Y~96U4bwCqshAtzGVlhlknCvfzwssg6IzJtyqSzxy5QTpgc0R-M8562t-mEIDxA-ezPe08hUS~QoemjGIInAmtP1mpnev7RK3FZZw5IJVPiUb4aBdLppNc-SlNqPLQymwMCsxU02mA0h6qetBQzDz9zyaa~Ku8RuZDR-HGTHcISjoca3h9TDiSzXyWNO1pGV8lmp9m2j0K-wC481LeOeqm5BW2EOY-EXjkPc~EYr7E6fqs~UO-SFjBp5hgp7gdedCKnZGGXjO-rVUeT-jGmPWPcpiGiPYJCOGV8LwtMI8WTeSZpAlALvaquA5VqkVS0zmjLunDvSDE5fjA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Bad Guys,2022,100 min,"Animation, Adventure, Comedy",6.8,NA,"To avoid prison, a gang of notorious animal criminals pretend to seek being rehabilitated, only for their leader to secretly find that he genuinely wants to change his ways.","Sam Rockwell, Marc Maron, Awkwafina, Craig Robinson","36,805",https://m.media-amazon.com/images/M/MV5BMDhkYmU0MzctMWEzNy00ODg1LWI3ZjAtMGZlZjkzNWVmMzVjXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1080345369/1434659529640-260ouz-1645633618871.mp4?Expires=1668185697&Signature=PNcl95c56vZ2weExGLaAz~jraxs2HTk7K6qO637kLajzfh56XM~S7u-ry8gzELksZeaOvDC8SoNeagmYxtIcxttucK20T6KMAmrrwmpydHjwaJIBSYB3selRnTP1N7OwHqsISQqgYHNNF-XDDxkIXTAL-g-5z8umbLeNYWNkDZ2MRkUiFplUFGfAtNm1mVCAnEiBF3n2NAA4OjJvcrYiKg6Z1rg-T~KjCweHx5cf3tPTcKQn9J6xQRgn7QrzS6anCKiGp8T65PncekDMblDyTI2Dar-joH39X9iSyshcRO0TNpTjRBLaXU4X2BH1Nkn8zgH6uQRMwTTpgGoC7aijQQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Atlanta,2016,30 min,"Comedy, Drama, Music",8.6,NA,"Earn and his cousin Alfred, based in Atlanta, try to make their way in the world through the rap scene. Along the way they come face-to-face with social and economic issues touching on race, relationships, poverty, status, and parenthood.","Donald Glover, Brian Tyree Henry, LaKeith Stanfield, Zazie Beetz","72,856",https://m.media-amazon.com/images/M/MV5BZGU1MzRhNmMtNDExOS00NTk2LWJlYzMtMzc4YWYyN2Q3M2ZmXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UY281_CR18,https://imdb-video.media-imdb.com/vi3602302233/1434659529640-260ouz-1665424670183.mp4?Expires=1668185700&Signature=dyKl8UI5t9L4NZy-9g6lDTSK3yw23KrNoOeBPRs-x0uxXWkB-RUL50aX0MipaHpoTaqYJ3rwMJ4OsicO~UpvjwoEHRj1f6d6z3HEMBKU2zaBGcRiyDhn-G1oIq~eEvGodwuislIfNz5EhAyiPqAn9IN2CEKs4BlLoeycgXKd7xu-9vqbFIXYFhABnZSBgxku2g9aomNuqm4Oll5BFTDfK7tqnMME96-5QewpX3ksNXauptpb0ClydGp06RXBGrrvRHihnqsPWcYkJsMrcgJBN5vKJ1~wW~XMQjbkeab5czmaKduFMfsgG-nNv3RXHCZM0~py79ez~~S3AR-HTtTvDQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Suits,2011,44 min,"Comedy, Drama",8.5,NA,"On the run from a drug deal gone bad, brilliant college dropout Mike Ross finds himself working with Harvey Specter, one of New York City's best lawyers.","Gabriel Macht, Patrick J. Adams, Meghan Markle, Sarah Rafferty","409,209",https://m.media-amazon.com/images/M/MV5BNmVmMmM5ZmItZDg0OC00NTFiLWIxNzctZjNmYTY5OTU3ZWU3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR1,https://imdb-video.media-imdb.com/vi3333734169/1434659529640-260ouz-1566849179964.mp4?Expires=1668185703&Signature=N4HytlKVeaScFNHheJa872Vfw87FLX~ycMuf9lWSifmvM0SiswWQMDVNEs7cIcyGQyIdT3eZHegYHbMcqys8R0gdZ~lRXZLZ7F74owS6nsRhUDgxi51wLbd53cvJqUilvduCXh54d1xt28ygDDKNdsrFTg9zepMbElSsWtH-dM0jEzsmxod6f5Sy6MheDJV2qnY~ukJVBArrTSMdl8d46afBAJXbylfg6u7wkGMQUSyHNHbfiDH9Q~hX9KNQVPBRVcbeWhJPnUEFQH1PWbAS7BEi4T75k3ukRh6y3XJunYvu7ynj3BGiTLng08T9N8IhAtqviLUk6HHlfvLLEiFe3g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Rocky Horror Picture Show,1975,100 min,"Comedy, Horror, Musical",7.4,NA,A newly-engaged couple have a breakdown in an isolated area and must seek shelter at the bizarre residence of Dr. Frank-n-Furter.,"Tim Curry, Susan Sarandon, Barry Bostwick, Richard O'Brien","153,537",https://m.media-amazon.com/images/M/MV5BOGIzYjM3YzMtMjk5ZS00NDY2LTllMjEtNjYwZjhmMDNhMDBkXkEyXkFqcGdeQXVyODUzMjQxMTA@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi2137168153/1434659607842-pgv4ql-1563983811960.mp4?Expires=1668185707&Signature=gXrvwRjkcIgbAbKxzEHj0uGs~0WoMQQkRwX6B9wb50F8hhxzVdgErvcFFBuMZN1enUOaSpxq9L8-I07kyWVG3Ys4CZt~PQRu~aaUE5NUoto-Sl3rCexmoEd~frHY7vlh9dPFtgsz~bbQVDbTpIYOEuRkv-EXMx57xibNLrScUURqSJ5Em5sdczH7AiVd66kAD9lIf21AdvLjD4OPuxG0QQzuhW3mFzY3rXVy2rfdyqz25n8krCqxAMVESF~2PaXcum~xl78PTb5MW1lz~dmpgQqul5eG96inVgXodHkYMW3b047NTvkfGBmEns0tsVcj-i7NmjUiJtqUk5oeq6k1gA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Derry Girls,2018,30 min,Comedy,8.5,NA,The personal exploits of a 16-year-old girl and her family and friends during the Troubles in the early 1990s.,"Saoirse-Monica Jackson, Louisa Harland, Tara Lynne O'Neill, Kathy Kiera Clarke","41,333",https://m.media-amazon.com/images/M/MV5BNzU0MTFiNjUtNzIxMi00ZGZiLTgwZmUtMjIxOWNmMDE0NTE1XkEyXkFqcGdeQXVyNjg0NTcxMTg@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3674914841/1434659529640-260ouz-1626223947427.mp4?Expires=1668185711&Signature=PAxcvWOvFnv02HqGz~iudGQoXqDfuik31LmJcVwROm-5Q3jEBhrGwFFJRkPiU8WHZA3M9EvgiUlfP-lKF708flGQIZL2EGhDWLyywNM3o00LM7Q5HxGubtIAXZkCNucwRYxRp5xh-~jeA44AZHzTajKKwvBtIwyL65kJSUj5-NwujeHqpDtWAcbcactDchEmgaaZBTb1kNhnNfaUqC7A257YXpR~XV-LWHOOsBcajl2hdkuAep0Eie5qNLB4tWpxKa-HeubwXjwTFosyGrW-lWHQPhEekddEc7mYBJvumxU1nrxhvydBmXimk-p2uSG4L-WfqOBgXwky00NBaQ5NuA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
